"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test verifies valid login functionality","5674","Success Login Test","Login test Suite","Thu Nov 28 20:50:12 TRT 2024","passed","Thu Nov 28 20:50:18 TRT 2024","test.SuccessLoginTest","Login Tests","test.SuccessLoginTest","loginTest"
